Wavelength,Decadic_Abs_coef
863.0,3027.20968
863.5,3016.08253
864.0,3005.04521
864.5,2994.09937
865.0,2983.24666
865.5,2972.48872
866.0,2961.8272
866.5,2951.26375
867.0,2940.80001
867.5,2930.43763
868.0,2920.17826
868.5,2910.02355
869.0,2899.97514
869.5,2890.03467
870.0,2880.20381
870.5,2870.48419
871.0,2860.87745
871.5,2851.38526
872.0,2842.00925
872.5,2832.75107
873.0,2823.61237
873.5,2814.59479
874.0,2805.69999
874.5,2796.92961
875.0,2788.28529
875.5,2779.76869
876.0,2771.38145
876.5,2763.12521
877.0,2755.00164
877.5,2747.01236
878.0,2739.15903
878.5,2731.4433
879.0,2723.86681
879.5,2716.4312
880.0,2709.13814
880.5,2701.98926
881.0,2694.98621
881.5,2688.13064
882.0,2681.4242
882.5,2674.86852
883.0,2668.46527
883.5,2662.21608
884.0,2656.1226
884.5,2650.18649
885.0,2644.40938
885.5,2638.79293
886.0,2633.33877
886.5,2628.04857
887.0,2622.92396
887.5,2617.96659
888.0,2613.17811
888.5,2608.56017
889.0,2604.11441
889.5,2599.84249
890.0,2595.74603
890.5,2591.82671
891.0,2588.08615
891.5,2584.52602
892.0,2581.14795
892.5,2577.95359
893.0,2574.94459
893.5,2572.1226
894.0,2569.48926
894.5,2567.04622
895.0,2564.79514
895.5,2562.73764
896.0,2560.87539
896.5,2559.21002
897.0,2557.74319
897.5,2556.47655
898.0,2555.41173
898.5,2554.55039
899.0,2553.89418
899.5,2553.44473
